filename,title,authors,year,publication,doi,abstract,tema,subtema
/Users/jpl/Downloads/what works against crime/data set of studies/1 homicide/1 focused deterrence/2012 Braga & Weisburd.pdf,The Effects of Focused Deterrence Strategies on Crime: A Systematic Review and Meta-Analysis of the Empirical Evidence: A Systematic Review and Meta-Analysis of the Empirical Evidence,"Braga, A. A.; Weisburd, D. L.",2011,Journal of Research in Crime and Delinquency,,,Estrategias basadas en evidencia para la prevención de homicidios,Disuasión focalizada y vigilancia policial
/Users/jpl/Downloads/what works against crime/data set of studies/1 homicide/1 focused deterrence/2018 Braga et al.pdf,Focused deterrence strategies and crime control: An updated systematic review and meta-analysis of the empirical evidence,"Braga, A. A.; Weisburd, D.; Turchan, B.",2018,Criminology & Public Policy,10.1111/1745-9133.12353,,Estrategias basadas en evidencia para la prevención de homicidios,Disuasión focalizada y vigilancia policial
/Users/jpl/Downloads/what works against crime/data set of studies/1 homicide/1 focused deterrence/2023 Shelfer et al.pdf,A systematic review of Project Safe Neighborhoods effects,"Shelfer, D.; Gullion, C. L.; Guerra, C.; Zhang, Y.; Ingram, J. R.",2023,Justice Evaluation Journal,10.1080/24751979.2022.2109190,,Estrategias basadas en evidencia para la prevención de homicidios,Disuasión focalizada y vigilancia policial
/Users/jpl/Downloads/what works against crime/data set of studies/1 homicide/2 fire arms legislation/2016 McPhedran.pdf,A systematic review of quantitative evidence about the impacts of Australian legislative reform on firearm homicide,"McPhedran, S.",2016,Aggression and Violent Behavior,10.1016/j.avb.2016.03.012,,Estrategias basadas en evidencia para la prevención de homicidios,Legislación sobre armas de fuego
/Users/jpl/Downloads/what works against crime/data set of studies/1 homicide/2 fire arms legislation/2021 Yakubovich.pdf,Effects of laws expanding civilian rights to use deadly force in self-defense on violence and crime: A systematic review,"Yakubovich, A. R.; Degli Esposti, M.; Lange, B. C. L.; Melendez-Torres, G. J.; Parmar, A.; Wiebe, D. J.; Humphreys, D. K.",2021,American Journal of Public Health,10.2105/AJPH.2020.306101,,Estrategias basadas en evidencia para la prevención de homicidios,Legislación sobre armas de fuego
/Users/jpl/Downloads/what works against crime/data set of studies/1 homicide/2 fire arms legislation/2025 Zeoli et al.pdf,Extreme risk protection orders in the United States: A systematic review of the research,"Zeoli, A. M.; Frattaroli, S.; Aassar, M.; Cooper, C. E.; Omaki, E.",2024,,10.1146/annurev-criminol-111523-122602,,Estrategias basadas en evidencia para la prevención de homicidios,Legislación sobre armas de fuego
/Users/jpl/Downloads/what works against crime/data set of studies/1 homicide/3 community based public health/2019 Jabar et al.pdf,Is the introduction of violence and injury observatories associated with a reduction in violence-related injury in adult populations? A systematic review and meta-analysis,"Jabar, A.; Fong, F.; Chavira, M.; Cerqueira, M. T.; Barth, D.; Matzopoulos, R.; Engel, M. E.",2019,BMJ Open,10.1136/bmjopen-2018-027977,,Estrategias basadas en evidencia para la prevención de homicidios,Prevención basada en la comunidad / enfoques de salud pública
/Users/jpl/Downloads/what works against crime/data set of studies/1 homicide/3 community based public health/2025 Ransford et al.pdf,A systematic review on the effectiveness of the Cure Violence approach,"Ransford, C.; Williams, M.; Slutkin, G.",2025,"INQUIRY: The Journal of Health Care Organization, Provision, and Financing",10.1177/00469580251366142,,Estrategias basadas en evidencia para la prevención de homicidios,Prevención basada en la comunidad / enfoques de salud pública
/Users/jpl/Downloads/what works against crime/data set of studies/1 homicide/4 multi/2021 Kopittke & Ramos.pdf,What works and what does not work to reduce homicides in Brazil: A systematic review,"Kopittke, A. L. W.; Ramos, M. P.",2021,Brazilian Journal of Public Administration,10.1590/0034-761220190168,,Estrategias basadas en evidencia para la prevención de homicidios,Estrategias nacionales multicomponente
/Users/jpl/Downloads/what works against crime/data set of studies/1 homicide/4 multi/2025 Bourne.pdf,"Fifty-four years of violence: A meta-analysis of homicide trends, drivers, and interventions in Jamaica, 1970–2024","Bourne, P. A.",2025,,,,Estrategias basadas en evidencia para la prevención de homicidios,Estrategias nacionales multicomponente
/Users/jpl/Downloads/what works against crime/data set of studies/5 firearms/1. Firearm Legislation and Policy Controls/2005 Hahn et al.pdf,Firearms laws and the reduction of violence: A systematic review,"Hahn, R. A.; Bilukha, O.; Crosby, A.; Fullilove, M. T.; Liberman, A.; Moscicki, E.; Snyder, S.; Tuma, F.; Briss, P. A.; Task Force on Community Preventive Services.",2005,American Journal of Preventive Medicine,10.1016/j.amepre.2004.10.005,,Estrategias basadas en evidencia para el control de armas de fuego y municiones,Legislación y control normativo
/Users/jpl/Downloads/what works against crime/data set of studies/5 firearms/1. Firearm Legislation and Policy Controls/2012 Makarios & Pratt.pdf,The effectiveness of policies and programs that attempt to reduce firearm violence: A meta-analysis,"Makarios, M. D.; Pratt, T. C.",2012,Crime & Delinquency,10.1177/0011128708321321,,Estrategias basadas en evidencia para el control de armas de fuego y municiones,Legislación y control normativo
/Users/jpl/Downloads/what works against crime/data set of studies/5 firearms/1. Firearm Legislation and Policy Controls/2016 Santaella-Tenorio et al.pdf,"What do we know about the association between firearm legislation and firearm-related injuries? Epidemiologic Reviews, 38(1), 140–157","Santaella-Tenorio, J.; Cerdá, M.; Villaveces, A.; Galea, S.",2016,,10.1093/epirev/mxv012,,Estrategias basadas en evidencia para el control de armas de fuego y municiones,Legislación y control normativo
/Users/jpl/Downloads/what works against crime/data set of studies/5 firearms/1. Firearm Legislation and Policy Controls/2020 Sanchez et al.pdf,A systematic review of the causes and prevention strategies in reducing gun violence in the United States,"Sanchez, C.; Jaguan, D.; Shaikh, S., McKenney, M.; Elkbuli, A.",2020,The American Journal of Emergency Medicine,10.1016/j.ajem.2020.06.062,,Estrategias basadas en evidencia para el control de armas de fuego y municiones,Legislación y control normativo
/Users/jpl/Downloads/what works against crime/data set of studies/5 firearms/1. Firearm Legislation and Policy Controls/2020 Smart et al.pdf,Impact on nonfirearm deaths of firearm laws affecting firearm deaths: A systematic review and meta-analysis,"Smart, R.; Schell, T. L.; Cefalu, M.; Morral, A. R.",2020,American Journal of Public Health,10.2105/AJPH.2020.305808,,Estrategias basadas en evidencia para el control de armas de fuego y municiones,Legislación y control normativo
/Users/jpl/Downloads/what works against crime/data set of studies/5 firearms/1. Firearm Legislation and Policy Controls/2021 Krüsselmann et al.pdf,Firearms and violence in Europe: A systematic review,"Krüsselmann, K.; Aarten, P.; Liem, M.",2021,PLOS ONE,10.1371/journal.pone.0248955,,Estrategias basadas en evidencia para el control de armas de fuego y municiones,Legislación y control normativo
/Users/jpl/Downloads/what works against crime/data set of studies/5 firearms/1. Firearm Legislation and Policy Controls/2022 Bennett et al.pdf,The effect of legislation on firearm-related deaths in Canada: A systematic review,"Bennett, N.; Karkada, M.; Erdogan, M.; Green, R. S.",2022,CMAJ Open,10.9778/cmajo.20210192,,Estrategias basadas en evidencia para el control de armas de fuego y municiones,Legislación y control normativo
/Users/jpl/Downloads/what works against crime/data set of studies/5 firearms/2. Policing and Enforcement Strategies/2006 Koper & Mayo-Wilson.pdf,Police crackdowns on illegal gun carrying: A systematic review of their impact on gun crime,"Koper, C. S.; Mayo-Wilson, E.",2006,Journal of Experimental Criminology,10.1007/s11292-006-9005-x,,Estrategias basadas en evidencia para el control de armas de fuego y municiones,Estrategias policiales y de aplicación de la ley
/Users/jpl/Downloads/what works against crime/data set of studies/5 firearms/2. Policing and Enforcement Strategies/2012 Koper & Mayo-Wilson.pdf,Police strategies to reduce illegal possession and carrying of firearms: Effects on gun crime,"Koper, C. S.; Mayo-Wilson, E.",2012,Campbell Systematic Reviews,10.4073/csr.2012.11,,Estrategias basadas en evidencia para el control de armas de fuego y municiones,Estrategias policiales y de aplicación de la ley
/Users/jpl/Downloads/what works against crime/data set of studies/5 firearms/2. Policing and Enforcement Strategies/2023 Dau et al.pdf,Policing directions: A systematic review on the effectiveness of police presence,"Dau, P. M.; Vandeviver, C.; Dewinter, M.; Witlox, F.; Vander Beken, T.",2021,European Journal on Criminal Policy and Research,10.1007/s10610-021-09500-8,,Estrategias basadas en evidencia para el control de armas de fuego y municiones,Estrategias policiales y de aplicación de la ley
/Users/jpl/Downloads/what works against crime/data set of studies/5 firearms/2. Policing and Enforcement Strategies/2024 Turchan & Braga.pdf,The effects of hot spots policing on violence: A systematic review and meta-analysis,"Turchan, B.; Braga, A. A.",2024,Aggression and Violent Behavior,10.1016/j.avb.2024.102011,,Estrategias basadas en evidencia para el control de armas de fuego y municiones,Estrategias policiales y de aplicación de la ley
"/Users/jpl/Downloads/what works against crime/data set of studies/5 firearms/3. Safe Storage, Removal, and Risk-Based Interventions/2016 Rowhani-Rahbar et al.pdf",Effectiveness of interventions to promote safe firearm storage,"Rowhani-Rahbar, A.; Simonetti, J. A.; Rivara, F. P.",2016,Epidemiologic Reviews,10.1093/epirev/mxv006,,Estrategias basadas en evidencia para el control de armas de fuego y municiones,"Almacenamiento seguro, retiro e intervenciones basadas en el riesgo"
/Users/jpl/Downloads/what works against crime/data set of studies/5 firearms/4. Community and Environmental Prevention/2016 Branas et al.pdf,Alcohol use and firearm violence,"Branas, C. C.; Han, S.; Wiebe, D. J.",2016,Epidemiologic Reviews,10.1093/epirev/mxv010,,Estrategias basadas en evidencia para el control de armas de fuego y municiones,Prevención comunitaria y ambiental
/Users/jpl/Downloads/what works against crime/data set of studies/5 firearms/4. Community and Environmental Prevention/2021 Bonne et al.pdf,Prevention of firearm violence through specific types of community-based programming: An Eastern Association for the Surgery of Trauma evidence-based review,"Bonne, S. L.; Violano, P.; Duncan, T. K.; Pappas, P. A.; Baltazar, G. A.; Dultz, L. A.; Schroeder, M. E.; Capella, J.; Hirsh, M.; Conrad-Schnetz, K.; Rattan, R.; Como, J. J.; Jewell, S.; Crandall, M. L.",2021,Annals of Surgery,10.1097/SLA.0000000000004837,,Estrategias basadas en evidencia para el control de armas de fuego y municiones,Prevención comunitaria y ambiental
/Users/jpl/Downloads/what works against crime/data set of studies/5 firearms/4. Community and Environmental Prevention/2022 Sadatsafavi et al.pdf,Vacant lot remediation and firearm violence: A meta-analysis and benefit-to-cost evaluation,"Sadatsafavi, H.; Sachs, N. A.; Shepley, M. M.; Kondo, M. C.; Barankevich, R. A.",2022,Landscape and Urban Planning,10.1016/j.landurbplan.2021.104281,,Estrategias basadas en evidencia para el control de armas de fuego y municiones,Prevención comunitaria y ambiental
/Users/jpl/Downloads/what works against crime/data set of studies/6 prison alternatives/1. Community-Based Sanctions and Supervision Alternatives/2015 Villettaz et al.pdf,The effects on re‑offending of custodial vs. non‑custodial sanctions: An updated systematic review of the state of knowledge,"Villettaz, P.; Gilliéron, G.; Killias, M.",2015,Campbell Systematic Reviews,10.4073/csr.2015.1,,Estrategias basadas en evidencia para el sistema penitenciario: alternativas a la prisión,Sanciones y supervisión basadas en la comunidad
/Users/jpl/Downloads/what works against crime/data set of studies/6 prison alternatives/1. Community-Based Sanctions and Supervision Alternatives/2020 Belur et al.pdf,A systematic review of the effectiveness of the electronic monitoring of offenders,"Belur, J.; Thornton, A.; Tompson, L.; Manning, M.; Sidebottom, A.; Bowers, K.",2020,Journal of Criminal Justice,10.1016/j.jcrimjus.2020.101686,,Estrategias basadas en evidencia para el sistema penitenciario: alternativas a la prisión,Sanciones y supervisión basadas en la comunidad
/Users/jpl/Downloads/what works against crime/data set of studies/6 prison alternatives/1. Community-Based Sanctions and Supervision Alternatives/2024 Pattavina et al.pdf,Revisiting the effectiveness of HOPE/swift‑certain‑fair supervision programs: A meta‑analytic review,"Pattavina, A.; Long, J. S.; Petrich, D. M.; Byrne, J. M.; Cullen, F. T.; Taxman, F. S.",2024,Criminology & Public Policy,10.1111/1745-9133.12635,,Estrategias basadas en evidencia para el sistema penitenciario: alternativas a la prisión,Sanciones y supervisión basadas en la comunidad
/Users/jpl/Downloads/what works against crime/data set of studies/6 prison alternatives/2. Drug-Related Treatment and Diversion Interventions/2009 Perry et al.pdf,"The effectiveness of interventions for drug-using offenders in the courts, secure establishments and the community: A systematic review","Perry, A. E.; Darwin, Z.; Godfrey, C., McDougall, C.; Lunn, J.; Glanville, J.; Coulton, S.",2009,Substance Use & Misuse,10.1080/10826080802347560,,Estrategias basadas en evidencia para el sistema penitenciario: alternativas a la prisión,Derivación a tratamiento e intervenciones relacionadas con drogas
/Users/jpl/Downloads/what works against crime/data set of studies/6 prison alternatives/2. Drug-Related Treatment and Diversion Interventions/2010 Brown.pdf,Systematic review of the impact of adult drug-treatment courts,"Brown, R. T.",2010,Translational Research,10.1016/j.trsl.2010.03.001,,Estrategias basadas en evidencia para el sistema penitenciario: alternativas a la prisión,Derivación a tratamiento e intervenciones relacionadas con drogas
/Users/jpl/Downloads/what works against crime/data set of studies/6 prison alternatives/2. Drug-Related Treatment and Diversion Interventions/2012 Mitchell et al.pdf,Assessing the effectiveness of drug courts on recidivism: A meta-analytic review of traditional and non-traditional drug courts,"Mitchell, O.; Wilson, D. B.; Eggers, A.; MacKenzie, D. L.",2012,Journal of Criminal Justice,10.1016/j.jcrimjus.2011.11.009,,Estrategias basadas en evidencia para el sistema penitenciario: alternativas a la prisión,Derivación a tratamiento e intervenciones relacionadas con drogas
/Users/jpl/Downloads/what works against crime/data set of studies/6 prison alternatives/2. Drug-Related Treatment and Diversion Interventions/2015 Hayhurst et al.pdf,"The effectiveness and cost-effectiveness of diversion and aftercare programmes for offenders using class A drugs: A systematic review and economic evaluation (Vol. 19, Issue 6)","Hayhurst, K. P.; Leitner, M.; Davies, L.; Flentje, R.; Millar, T.; Jones, A.; King, C.; Donmall, M.; Farrell, M.; Fazel, S.; Harris, R.; Hickman, M.; Lennox, C.; Mayet, S.; Senior, J.; Shaw, J.",2015,,10.3310/hta19060,,Estrategias basadas en evidencia para el sistema penitenciario: alternativas a la prisión,Derivación a tratamiento e intervenciones relacionadas con drogas
/Users/jpl/Downloads/what works against crime/data set of studies/6 prison alternatives/2. Drug-Related Treatment and Diversion Interventions/2016 Perry et al.pdf,Are non-pharmacological interventions effective in reducing drug use and criminality? A systematic and meta-analytical review with an economic appraisal of these interventions,"Perry, A. E.; Woodhouse, R.; Neilson, M.; Martyn St James, M.; Glanville, J.; Hewitt, C.; Trépel, D.",2016,International Journal of Environmental Research and Public Health,10.3390/ijerph13100966,,Estrategias basadas en evidencia para el sistema penitenciario: alternativas a la prisión,Derivación a tratamiento e intervenciones relacionadas con drogas
/Users/jpl/Downloads/what works against crime/data set of studies/6 prison alternatives/2. Drug-Related Treatment and Diversion Interventions/2023 Tomaz et al.pdf,Criminal reactions to drug‑using offenders: A systematic review of the effect of treatment and/or punishment on reduction of drug use and/or criminal recidivism,"Tomaz, V.; Moreira, D.; Souza Cruz, O.",2023,Frontiers in Psychiatry,10.3389/fpsyt.2023.935755,,Estrategias basadas en evidencia para el sistema penitenciario: alternativas a la prisión,Derivación a tratamiento e intervenciones relacionadas con drogas
/Users/jpl/Downloads/what works against crime/data set of studies/6 prison alternatives/2. Drug-Related Treatment and Diversion Interventions/2024 Tomlin et al.pdf,"Mandatory substance use treatment for justice‑involved persons in Germany: A systematic review of reoffending, treatment and the recurrence of substance use outcomes","Tomlin, J.; Meise, E.; Wegner, J.; Völlm, B.",2024,Frontiers in Psychiatry,10.3389/fpsyt.2023.1217561,,Estrategias basadas en evidencia para el sistema penitenciario: alternativas a la prisión,Derivación a tratamiento e intervenciones relacionadas con drogas
/Users/jpl/Downloads/what works against crime/data set of studies/6 prison alternatives/3. Youth and Juvenile Diversion Programs/2012 Schwalbe et al.pdf,A meta-analysis of experimental studies of diversion programs for juvenile offenders,"Schwalbe, C. S.; Gearing, R. E.; MacKenzie, M. J.; Brewer, K. B.; Ibrahim, R.",2012,Clinical Psychology Review,10.1016/j.cpr.2011.10.002,,Estrategias basadas en evidencia para el sistema penitenciario: alternativas a la prisión,Programas de desvío para jóvenes y adolescentes
/Users/jpl/Downloads/what works against crime/data set of studies/6 prison alternatives/3. Youth and Juvenile Diversion Programs/2016 Wong et al.pdf,Can At-Risk Youth Be Diverted From Crime?: A Meta-Analysis of Restorative Diversion Programs: A Meta-Analysis of Restorative Diversion Programs,"Wong, J. S.; Bouchard, J.; Gravel, J.; Bouchard, M.; Morselli, C.",2016,Criminal Justice and Behavior,10.1177/0093854816640835,,Estrategias basadas en evidencia para el sistema penitenciario: alternativas a la prisión,Programas de desvío para jóvenes y adolescentes
/Users/jpl/Downloads/what works against crime/data set of studies/6 prison alternatives/3. Youth and Juvenile Diversion Programs/2023 Kimbrell.pdf,Restorative justice programs and practices in juvenile justice: An updated systematic review and meta-analysis for effectiveness,"Kimbrell, C. S.; Wilson, D. B.; Olaghere, A.",2023,Criminology & Public Policy,10.1111/1745-9133.12613,,Estrategias basadas en evidencia para el sistema penitenciario: alternativas a la prisión,Programas de desvío para jóvenes y adolescentes
/Users/jpl/Downloads/what works against crime/data set of studies/6 prison alternatives/4. Domestic and Gender-Based Violence Courts and Interventions/2017 Gutierrez et al OR domestic violence.pdf,Do domestic violence courts work? A meta-analytic review examining treatment and study quality,"Gutierrez, L.; Blais, J.; Bourgon, G.",2017,Justice Research and Policy,10.1177/1525107117725012,,Estrategias basadas en evidencia para el sistema penitenciario: alternativas a la prisión,Tribunales e intervenciones en casos de violencia doméstica y de género
/Users/jpl/Downloads/what works against crime/data set of studies/7 prison violence/1. Therapeutic & Psychoeducational Violence-Reduction Programs/2013 Ross et al.pdf,The impact of psychological therapies on violent behaviour in clinical and forensic settings: A systematic review,"Ross, J.; Quayle, E.; Newman, E.; Tansey, L.",2013,Aggression and Violent Behavior,10.1016/j.avb.2013.09.001,,Estrategias basadas en evidencia para el sistema penitenciario: prevención de la violencia en prisión,Programas terapéuticos y psicoeducativos de reducción de la violencia
/Users/jpl/Downloads/what works against crime/data set of studies/7 prison violence/1. Therapeutic & Psychoeducational Violence-Reduction Programs/2017 Auty et al.pdf,Psychoeducational programs for reducing prison violence: A systematic review,"Auty, K. M.; Cope, A.; Liebling, A.",2017,Aggression and Violent Behavior,10.1016/j.avb.2017.01.018,,Estrategias basadas en evidencia para el sistema penitenciario: prevención de la violencia en prisión,Programas terapéuticos y psicoeducativos de reducción de la violencia
/Users/jpl/Downloads/what works against crime/data set of studies/7 prison violence/1. Therapeutic & Psychoeducational Violence-Reduction Programs/2019 Byrne & Ghrada.pdf,The application and adoption of four ‘third wave’ psychotherapies for mental health difficulties and aggression within correctional and forensic settings: A systematic review,"Byrne, G.; Ní Ghráda, Á.",2019,Aggression and Violent Behavior,10.1016/j.avb.2019.01.001,,Estrategias basadas en evidencia para el sistema penitenciario: prevención de la violencia en prisión,Programas terapéuticos y psicoeducativos de reducción de la violencia
/Users/jpl/Downloads/what works against crime/data set of studies/7 prison violence/1. Therapeutic & Psychoeducational Violence-Reduction Programs/2019 Papalia et al.pdf,A meta‐analytic review of the efficacy of psychological treatments for violent offenders in correctional and forensic mental health settings,"Papalia, N.; Spivak, B.; Daffern, M.; Ogloff, J. R. P.",2019,Clinical Psychology: Science and Practice,10.1111/cpsp.12282,,Estrategias basadas en evidencia para el sistema penitenciario: prevención de la violencia en prisión,Programas terapéuticos y psicoeducativos de reducción de la violencia
/Users/jpl/Downloads/what works against crime/data set of studies/7 prison violence/1. Therapeutic & Psychoeducational Violence-Reduction Programs/2024 Cunha et al.pdf,Cognitive behavioural “third wave” therapies in the treatment of justice-involved individuals: A systematic review,"Cunha, O.; Pereira, B.; Sousa, M.; Castro Rodrigues, A.",2024,Aggression and Violent Behavior,10.1016/j.avb.2024.101923,,Estrategias basadas en evidencia para el sistema penitenciario: prevención de la violencia en prisión,Programas terapéuticos y psicoeducativos de reducción de la violencia
/Users/jpl/Downloads/what works against crime/data set of studies/7 prison violence/1. Therapeutic & Psychoeducational Violence-Reduction Programs/2025 Ireland et al.pdf,The effectiveness of violence reduction therapy in detained adult male populations: Insights from a systematic review and treatment evaluation capturing individual level changes,"Ireland, J. L.; Ireland, C. A.; Hynes, S. E.",2025,Journal of Forensic Psychology Research and Practice,10.1080/24732850.2023.2281425,,Estrategias basadas en evidencia para el sistema penitenciario: prevención de la violencia en prisión,Programas terapéuticos y psicoeducativos de reducción de la violencia
/Users/jpl/Downloads/what works against crime/data set of studies/7 prison violence/2. Trauma-Informed & Mental-Health-Focused Interventions/2020 Zettler.pdf,Much to do about trauma: A systematic review of existing trauma‑informed treatments on youth violence and recidivism,"Zettler, H. R.",2021,Youth Violence and Juvenile Justice,10.1177/1541204020939645,,Estrategias basadas en evidencia para el sistema penitenciario: prevención de la violencia en prisión,Intervenciones con enfoque informado por el trauma y centradas en la salud mental
/Users/jpl/Downloads/what works against crime/data set of studies/7 prison violence/3. Family & Relational Supports in Prison/2017 De Claire & Dixon.pdf,"The effects of prison visits from family members on prisoners’ well-being, prison rule breaking, and recidivism: A review of research since 1991","De Claire, K.; Dixon, L.",2017,"Trauma, Violence, & Abuse",10.1177/1524838015603209,,Estrategias basadas en evidencia para el sistema penitenciario: prevención de la violencia en prisión,Apoyos familiares y relacionales en prisión
/Users/jpl/Downloads/what works against crime/data set of studies/7 prison violence/3. Family & Relational Supports in Prison/2021 Vladu et al.pdf,Benefits and risks of conjugal visits in prison: A systematic literature review,"Vladu, A.; Kalebic, N.; Audley, J.; Stevens, A.; Taylor, P. J.",2021,Criminology & Criminal Justice,10.1002/cbm.2215,,Estrategias basadas en evidencia para el sistema penitenciario: prevención de la violencia en prisión,Apoyos familiares y relacionales en prisión
/Users/jpl/Downloads/what works against crime/data set of studies/8 prison corruption/2022 Vaccaro et al.pdf,"NPS detection in prison: A systematic literature review of use, drug form, and analytical approaches","Vaccaro, G.; Massariol, A.; Guirguis, A.; Kirton, S. B.; Stair, J. L.",2022,Drug Testing and Analysis,10.1002/dta.3263,,Estrategias basadas en evidencia para el sistema penitenciario: prevención de corrupción y de contrabando de drogas,Sistema penitenciario: prevención de corrupción y de contrabando de drogas
/Users/jpl/Downloads/what works against crime/data set of studies/4 prison reentry/4a. In-Prison/1. Vocational and Educational Programs/2016 Steele et al.pdf,Education for incarcerated juveniles: A meta-analysis,"Steele, J. L.; Bozick, R.; Davis, L. M.",2016,Journal of Education for Students Placed at Risk,10.1080/10824669.2015.1133308,,Estrategias basadas en evidencia para el sistema penitenciario: programas de reinserción dentro de prisión,Programas de formación profesional y educativa
/Users/jpl/Downloads/what works against crime/data set of studies/4 prison reentry/4a. In-Prison/1. Vocational and Educational Programs/2018 Newton et al.pdf,The impact of vocational education and training programs on recidivism: A systematic review of current experimental evidence,"Newton, D.; Day, A.; Giles, M.; Wodak, J.; Graffam, J.; Baldry, E.",2018,International Journal of Offender Therapy and Comparative Criminology,10.1177/0306624X16645083,,Estrategias basadas en evidencia para el sistema penitenciario: programas de reinserción dentro de prisión,Programas de formación profesional y educativa
/Users/jpl/Downloads/what works against crime/data set of studies/4 prison reentry/4a. In-Prison/1. Vocational and Educational Programs/2023 Nur & Nguyen.pdf,Prison work and vocational programs: A systematic review and analysis of moderators of program success,"Nur, A. V.; Nguyen, H.",2023,Justice Quarterly,10.1080/07418825.2022.2026451,,Estrategias basadas en evidencia para el sistema penitenciario: programas de reinserción dentro de prisión,Programas de formación profesional y educativa
/Users/jpl/Downloads/what works against crime/data set of studies/4 prison reentry/4a. In-Prison/2. Cognitive–Behavioral and Moral Reasoning Interventions/2002 Pearson et al.pdf,The effects of behavioral/cognitive-behavioral programs on recidivism,"Pearson, F. S.; Lipton, D. S.; Cleland, C. M.; Yee, D. S.",2002,Crime & Delinquency,10.1177/0011128702048003006,,Estrategias basadas en evidencia para el sistema penitenciario: programas de reinserción dentro de prisión,Intervenciones cognitivo‑conductuales y de razonamiento moral
/Users/jpl/Downloads/what works against crime/data set of studies/4 prison reentry/4a. In-Prison/2. Cognitive–Behavioral and Moral Reasoning Interventions/2007 Lipsey et al.pdf,Effects of cognitive-behavioral programs for criminal offenders,"Lipsey, M. W.; Landenberger, N. A.; Wilson, S. J.",2007,Campbell Systematic Reviews,10.4073/csr.2007.6,,Estrategias basadas en evidencia para el sistema penitenciario: programas de reinserción dentro de prisión,Intervenciones cognitivo‑conductuales y de razonamiento moral
/Users/jpl/Downloads/what works against crime/data set of studies/4 prison reentry/4a. In-Prison/2. Cognitive–Behavioral and Moral Reasoning Interventions/2013 Ferguson & Wormith.pdf,A meta-analysis of Moral Reconation Therapy,"Ferguson, L. M.; Wormith, J. S.",2013,International Journal of Offender Therapy and Comparative Criminology,10.1177/0306624X12447771,,Estrategias basadas en evidencia para el sistema penitenciario: programas de reinserción dentro de prisión,Intervenciones cognitivo‑conductuales y de razonamiento moral
/Users/jpl/Downloads/what works against crime/data set of studies/4 prison reentry/4a. In-Prison/2. Cognitive–Behavioral and Moral Reasoning Interventions/2022 Galway et al PUT IN PRISON REEENTRY.pdf,The efficacy of offence-specific interventions in reducing risk and recidivism in women: A systematic review,"Galway, R.; Swales, M.; Wane, J.",2022,Journal of Forensic Psychiatry and Psychology,10.1080/14789949.2022.2053185,,Estrategias basadas en evidencia para el sistema penitenciario: programas de reinserción dentro de prisión,Intervenciones cognitivo‑conductuales y de razonamiento moral
/Users/jpl/Downloads/what works against crime/data set of studies/4 prison reentry/4a. In-Prison/2. Cognitive–Behavioral and Moral Reasoning Interventions/2025 Walton & Elliot.pdf,A review of general cognitive-behavioral programs in English and Welsh prisons and probation services: Three decades of quasi-experimental evaluations,"Walton, J. S.; Elliott, I. A.",2024,American Psychologist,10.1037/amp0001405,,Estrategias basadas en evidencia para el sistema penitenciario: programas de reinserción dentro de prisión,Intervenciones cognitivo‑conductuales y de razonamiento moral
/Users/jpl/Downloads/what works against crime/data set of studies/4 prison reentry/4a. In-Prison/3. Health and Mental Health Interventions/2015 Kouyoumdjian et al.pdf,A systematic review of randomized controlled trials of interventions to improve the health of persons during imprisonment and in the year after release,"Kouyoumdjian, F. G., McIsaac, K. E.; Liauw, J.; Green, S.; Karachiwalla, F.; Siu, W.; Burkholder, K.; Binswanger, I.; Kiefer, L.; Kinner, S. A.; Korchinski, M.; Matheson, F. I.; Young, P.; Hwang, S. W.",2015,American Journal of Public Health,10.2105/AJPH.2014.302498,,Estrategias basadas en evidencia para el sistema penitenciario: programas de reinserción dentro de prisión,Intervenciones de salud y de salud mental
/Users/jpl/Downloads/what works against crime/data set of studies/4 prison reentry/4a. In-Prison/3. Health and Mental Health Interventions/2022 Simpson et al.pdf,A systematic review of reviews of correctional mental health services using the STAIR framework,"Simpson, A. I. F.; Gerritsen, C.; Maheandiran, M.; Adamo, V.; Vogel, T.; Fulham, L.; Kitt, T.; Forrester, A.; Jones, R. M.",2022,Frontiers in Psychiatry,10.3389/fpsyt.2021.747202,,Estrategias basadas en evidencia para el sistema penitenciario: programas de reinserción dentro de prisión,Intervenciones de salud y de salud mental
/Users/jpl/Downloads/what works against crime/data set of studies/4 prison reentry/4a. In-Prison/4. Family and Social Relationship Programs/2016 Mitchell et al.pdf,The effect of prison visitation on reentry success: A meta-analysis,"Mitchell, M. M.; Spooner, K.; Jia, D.; Zhang, Y.",2016,Journal of Criminal Justice,10.1016/j.jcrimjus.2016.07.006,,Estrategias basadas en evidencia para el sistema penitenciario: programas de reinserción dentro de prisión,Programas de Relaciones Familiares y Sociales
/Users/jpl/Downloads/what works against crime/data set of studies/4 prison reentry/4a. In-Prison/4. Family and Social Relationship Programs/2022 Brum et al.pdf,Amor entre as grades: revisão sistemática sobre a conjugalidade no contexto do encarceramento,"Reck Brum, R.; Scapin Teixeira, K.; Rossato Pereira, C. R.; Najar Smeha, L.",2022,Avances en Psicología Latinoamericana,10.12804/revistas.urosario.edu.co/apl/a.9853,,Estrategias basadas en evidencia para el sistema penitenciario: programas de reinserción dentro de prisión,Programas de Relaciones Familiares y Sociales
